DateTime,PA07:NO2,PA07:NO,PA07:NOX,OBJECTID
2023/01/21 14:00:00+00,23.9,8.8,37.4,498
2023/01/21 15:00:00+00,25,7.1,36,499
2023/01/21 16:00:00+00,29.1,6.4,38.9,500
2023/01/21 17:00:00+00,40.1,8,52.4,501
2023/01/21 18:00:00+00,42.7,10.9,59.5,502
2023/01/21 19:00:00+00,43.9,14.1,65.4,503
2023/01/21 20:00:00+00,43.4,15.2,66.8,504
2023/01/21 21:00:00+00,34.7,4.5,41.5,505
2023/01/21 22:00:00+00,29.8,5.4,37.9,506
2023/01/21 23:00:00+00,29,6.7,39.1,507
2023/01/22 00:00:00+00,18.2,1.1,19.9,508
2023/01/22 01:00:00+00,14.7,0.3,15.3,509
2023/01/22 02:00:00+00,13.5,0.4,14.1,510
2023/01/22 03:00:00+00,15.4,0.4,16,511
2023/01/22 04:00:00+00,13.6,0.3,14.1,512
2023/01/22 05:00:00+00,15.2,0.4,15.9,513
2023/01/22 06:00:00+00,17.7,0.6,18.7,514
2023/01/22 07:00:00+00,18.7,1.2,20.6,515
2023/01/22 08:00:00+00,22.8,2.1,26,516
2023/01/22 09:00:00+00,28.1,7.4,39.3,517
2023/01/22 10:00:00+00,23.4,7.1,34.3,518
2023/01/22 11:00:00+00,24.1,8.1,36.5,519
2023/01/22 12:00:00+00,23.6,7.3,34.9,520
2023/01/22 13:00:00+00,21.3,4.9,28.8,521
2023/01/22 14:00:00+00,22.4,5.3,30.6,522
2023/01/22 15:00:00+00,25.4,5.8,34.3,523
2023/01/22 16:00:00+00,26.9,6.1,36.2,524
2023/01/22 17:00:00+00,26.8,5.4,35,525
2023/01/22 18:00:00+00,34,6.9,44.6,526
2023/01/22 19:00:00+00,34.8,7.4,46.2,527
2023/01/22 20:00:00+00,34.1,4.9,41.7,528
2023/01/22 21:00:00+00,29,3.1,33.8,529
2023/01/22 22:00:00+00,27.8,4.8,35.1,530
2023/01/22 23:00:00+00,22.2,1.7,24.7,531
2023/01/23 00:00:00+00,15.9,0.5,16.7,532
2023/01/23 01:00:00+00,14.9,0.4,15.6,533
2023/01/23 02:00:00+00,15.7,0.3,16.3,534
2023/01/23 03:00:00+00,13.7,0.4,14.3,535
2023/01/23 04:00:00+00,15.1,0.4,15.7,536
2023/01/23 05:00:00+00,16.8,0.7,17.9,537
2023/01/23 06:00:00+00,23.2,2.5,26.9,538
2023/01/23 07:00:00+00,25.1,5,32.7,539
2023/01/23 08:00:00+00,29.9,9.8,44.9,540
2023/01/23 09:00:00+00,34.4,16.8,60.1,541
2023/01/23 10:00:00+00,31.3,18.6,59.9,542
2023/01/23 11:00:00+00,29.5,16.7,55.2,543
2023/01/23 12:00:00+00,27.6,10.4,43.5,544
2023/01/23 13:00:00+00,26.2,11.6,44.1,545
2023/01/23 14:00:00+00,29.1,15.8,53.3,546
2023/01/23 15:00:00+00,29.1,17,55,547
2023/01/23 16:00:00+00,25.7,9,38.9,548
2023/01/23 17:00:00+00,27.1,4.5,34,549
2023/01/23 18:00:00+00,24.4,2.7,28.6,550
2023/01/23 19:00:00+00,27.4,3,31.9,551
2023/01/23 20:00:00+00,25.5,2.7,29.6,552
2023/01/23 21:00:00+00,23.8,1.7,26.4,553
2023/01/23 22:00:00+00,21.7,2.3,25.2,554
2023/01/23 23:00:00+00,19.5,1.8,22.2,555
2023/01/24 00:00:00+00,17.8,0.8,19,556
2023/01/24 01:00:00+00,18.9,0.5,19.7,557
2023/01/24 02:00:00+00,18.7,0.3,19.1,558
2023/01/24 03:00:00+00,18.1,0.3,18.7,559
2023/01/24 04:00:00+00,17.2,0.4,17.8,560
2023/01/24 05:00:00+00,18.8,0.6,19.7,561
2023/01/24 06:00:00+00,22.8,1.7,25.3,562
2023/01/24 07:00:00+00,29.6,6.7,39.9,563
2023/01/24 08:00:00+00,35.4,17.6,62.4,564
2023/01/24 09:00:00+00,36.4,17.5,63.3,565
2023/01/24 10:00:00+00,35.2,23.7,71.5,566
2023/01/24 11:00:00+00,36,16.2,60.7,567
2023/01/24 12:00:00+00,37.7,16.7,63.2,568
2023/01/24 13:00:00+00,32.4,8.7,45.8,569
2023/01/24 14:00:00+00,34.8,14.5,57,570
2023/01/24 15:00:00+00,37.8,12.8,57.5,571
2023/01/24 16:00:00+00,35.8,7.4,47.1,572
2023/01/24 17:00:00+00,29.1,3.2,34,573
2023/01/24 18:00:00+00,33,3.6,38.5,574
2023/01/24 19:00:00+00,33.2,5.6,41.6,575
2023/01/24 20:00:00+00,34.5,7.3,45.7,576
2023/01/24 21:00:00+00,38.3,7.5,49.9,577
2023/01/24 22:00:00+00,36.8,6.8,47.2,578
2023/01/24 23:00:00+00,28,3.9,34.1,579
2023/01/25 00:00:00+00,26.9,2.2,30.2,580
2023/01/25 01:00:00+00,21.9,0.5,22.7,581
2023/01/25 02:00:00+00,20.4,0.4,21,582
2023/01/25 03:00:00+00,17.9,0.2,18.2,583
2023/01/25 04:00:00+00,21.7,0.4,22.3,584
2023/01/25 05:00:00+00,23.8,0.8,25,585
2023/01/25 06:00:00+00,26.2,2.4,29.9,586
2023/01/25 07:00:00+00,24.4,4.5,31.3,587
2023/01/25 08:00:00+00,30.4,6.6,40.1,588
2023/01/25 09:00:00+00,32.3,9.2,46.4,589
2023/01/25 10:00:00+00,37.8,19.8,68.1,590
2023/01/25 11:00:00+00,36.6,13.6,57.4,591
2023/01/25 12:00:00+00,35.4,13.6,56.3,592
2023/01/25 13:00:00+00,35.4,15.4,59.1,593
2023/01/25 14:00:00+00,39.6,16.7,65.2,594
2023/01/25 15:00:00+00,38.5,14.1,60.1,595
2023/01/25 16:00:00+00,36.2,13.2,56.5,596
2023/01/25 17:00:00+00,36.5,12.5,55.6,597
2023/01/25 18:00:00+00,33.4,12.8,52.9,598
2023/01/25 19:00:00+00,28.6,9.8,43.6,599
2023/01/25 20:00:00+00,39.1,10.4,55.1,600
2023/01/25 21:00:00+00,32.4,3.7,38.1,601
2023/01/25 22:00:00+00,29.2,6.5,39.2,602
2023/01/25 23:00:00+00,28.8,2.9,33.3,603
2023/01/26 00:00:00+00,34.2,2.5,38.1,604
2023/01/26 01:00:00+00,31.6,1.1,33.3,605
2023/01/26 02:00:00+00,32.7,1.7,35.3,606
2023/01/26 03:00:00+00,34.7,1.1,36.4,607
2023/01/26 04:00:00+00,34.4,1.6,36.9,608
2023/01/26 05:00:00+00,29.1,1,30.7,609
2023/01/26 06:00:00+00,34.4,2.3,37.9,610
2023/01/26 07:00:00+00,38.3,10.1,53.8,611
2023/01/26 08:00:00+00,41.3,35.9,96.3,612
2023/01/26 09:00:00+00,49.3,67.8,153.3,613
2023/01/26 10:00:00+00,54.2,84,182.3,614
2023/01/26 11:00:00+00,46.2,67.1,149.1,615
2023/01/26 12:00:00+00,46,51.1,124.5,616
2023/01/26 13:00:00+00,38.6,34.1,91,617
2023/01/26 14:00:00+00,34.2,30.5,80.9,618
2023/01/26 15:00:00+00,39,35.8,94,619
2023/01/26 16:00:00+00,48.7,34.6,101.7,620
2023/01/26 17:00:00+00,58.6,29.5,103.8,621
2023/01/26 18:00:00+00,45.2,8.1,57.7,622
2023/01/26 19:00:00+00,43.6,6.4,53.4,623
2023/01/26 20:00:00+00,58.5,13.2,78.8,624
2023/01/26 21:00:00+00,48.1,6.2,57.7,625
2023/01/26 22:00:00+00,35.4,3.9,41.4,626
2023/01/26 23:00:00+00,27.4,2.4,31.1,627
2023/01/27 00:00:00+00,20.2,0.9,21.6,628
2023/01/27 01:00:00+00,17.6,0.4,18.2,629
2023/01/27 02:00:00+00,13.5,0.2,13.9,630
2023/01/27 03:00:00+00,12.4,0.1,12.5,631
2023/01/27 04:00:00+00,11.9,0.1,12.1,632
2023/01/27 05:00:00+00,14.9,0.3,15.3,633
2023/01/27 06:00:00+00,18.8,0.6,19.6,634
2023/01/27 07:00:00+00,35.9,14.3,57.2,635
2023/01/27 08:00:00+00,50.4,10.4,66.2,636
2023/01/27 09:00:00+00,46.6,7,57.3,637
2023/01/27 10:00:00+00,34.9,6.7,45,638
2023/01/27 11:00:00+00,25.3,3.4,30.7,639
2023/01/27 12:00:00+00,26.8,5.2,34.9,640
2023/01/27 13:00:00+00,24.9,4,31.1,641
2023/01/27 14:00:00+00,29.6,4.8,36.9,642
2023/01/27 15:00:00+00,24.4,2.9,28.8,643
2023/01/27 16:00:00+00,30.8,5.5,39.4,644
2023/01/27 17:00:00+00,31.7,5.8,40.5,645
2023/01/27 18:00:00+00,37.2,8.5,50.3,646
2023/01/27 19:00:00+00,39.9,11.2,57.1,647
2023/01/27 20:00:00+00,39.5,12,57.8,648
2023/01/27 21:00:00+00,30.6,4.5,37.4,649
2023/01/27 22:00:00+00,26.6,5.3,34.7,650
2023/01/27 23:00:00+00,35.6,12,54.1,651
2023/01/28 00:00:00+00,30.5,8.4,43.5,652
2023/01/28 01:00:00+00,28.8,5.4,37.1,653
2023/01/28 02:00:00+00,28.4,4,34.4,654
2023/01/28 03:00:00+00,25.8,3.2,30.7,655
2023/01/28 04:00:00+00,20.6,2.8,24.9,656
2023/01/28 05:00:00+00,18.2,2.3,21.7,657
2023/01/28 06:00:00+00,21.2,2.6,25.4,658
2023/01/28 07:00:00+00,23.2,3.6,28.7,659
2023/01/28 08:00:00+00,32.5,7.6,44,660
2023/01/28 09:00:00+00,30.5,7.7,42.4,661
2023/01/28 10:00:00+00,26.8,5.9,35.8,662
2023/01/28 11:00:00+00,23,4.5,30,663
2023/01/28 12:00:00+00,25.5,5.7,34.2,664
2023/01/28 13:00:00+00,21.6,5.7,30.3,665
2023/01/28 14:00:00+00,23.3,5.7,32.1,666
2023/01/28 15:00:00+00,27.3,5.7,36.1,667
2023/01/28 16:00:00+00,21.7,4.3,28.3,668
2023/01/28 17:00:00+00,31.5,7.1,42.4,669
2023/01/28 18:00:00+00,20.6,1.3,22.7,670
2023/01/28 19:00:00+00,27.4,4.7,34.5,671
2023/01/28 20:00:00+00,31,4.6,38,672
2023/01/28 21:00:00+00,24.9,2.3,28.4,673
2023/01/28 22:00:00+00,22.2,0.6,23.1,674
2023/01/28 23:00:00+00,23.5,0.3,24,675
2023/01/29 00:00:00+00,18.7,0.1,19,676
2023/01/29 01:00:00+00,21.5,0.2,21.9,677
2023/01/29 02:00:00+00,38.8,2.1,42.2,678
2023/01/29 03:00:00+00,40.2,3.1,44.9,679
2023/01/29 04:00:00+00,51.8,6,60.9,680
2023/01/29 05:00:00+00,48.4,3.8,54.2,681
2023/01/29 06:00:00+00,48.3,4.6,55.4,682
2023/01/29 07:00:00+00,50,10.3,65.6,683
2023/01/29 08:00:00+00,54.2,18.3,82.2,684
2023/01/29 09:00:00+00,48.9,21.1,81.2,685
2023/01/29 10:00:00+00,38.6,15.3,62.2,686
2023/01/29 11:00:00+00,31.9,10.6,48.1,687
2023/01/29 12:00:00+00,27.2,7.6,38.8,688
2023/01/29 13:00:00+00,20.5,3.7,26.1,689
2023/01/29 14:00:00+00,15,2.1,18.2,690
2023/01/29 15:00:00+00,18.2,1.9,21.2,691
2023/01/29 16:00:00+00,23.9,1.9,26.7,692
2023/01/29 17:00:00+00,30,2.2,33.4,693
2023/01/29 18:00:00+00,29.4,1.2,31.3,694
2023/01/29 19:00:00+00,27.7,1.3,29.7,695
2023/01/29 20:00:00+00,30.5,1.8,33.4,696
2023/01/29 21:00:00+00,21.6,1.7,24.3,697
2023/01/29 22:00:00+00,22.3,0.9,23.6,698
2023/01/29 23:00:00+00,18.8,0.5,19.7,699
2023/01/30 00:00:00+00,16.7,0.5,17.5,700
2023/01/30 01:00:00+00,13.1,0.1,13.3,701
2023/01/30 02:00:00+00,11.4,0.1,11.6,702
2023/01/30 03:00:00+00,11,0.2,11.3,703
2023/01/30 04:00:00+00,11.2,0.1,11.5,704
2023/01/30 05:00:00+00,14.1,0.2,14.4,705
2023/01/30 06:00:00+00,18.6,0.5,19.4,706
2023/01/30 07:00:00+00,29.1,2.2,32.6,707
2023/01/30 08:00:00+00,39.4,6.3,49.2,708
2023/01/30 09:00:00+00,46,10.6,62.3,709
2023/01/30 10:00:00+00,44.5,12,62.9,710
2023/01/30 11:00:00+00,32.8,8.9,46.3,711
2023/01/30 12:00:00+00,30.6,9,44.4,712
2023/01/30 13:00:00+00,23.4,5.4,31.7,713
2023/01/30 14:00:00+00,24.9,5.7,33.6,714
2023/01/30 15:00:00+00,26.7,5.3,34.9,715
2023/01/30 16:00:00+00,34.4,6.7,44.6,716
2023/01/30 17:00:00+00,40.5,7.8,52.6,717
2023/01/30 18:00:00+00,62.2,15.3,85.6,718
2023/01/30 19:00:00+00,56.8,12.2,75.5,719
2023/01/30 20:00:00+00,59.2,14.4,81.2,720
2023/01/30 21:00:00+00,72.6,34.9,126.2,721
2023/01/30 22:00:00+00,75.3,50.7,153,722
2023/01/30 23:00:00+00,62.7,19.9,93,723
2023/01/31 00:00:00+00,67.1,29.4,112.2,724
2023/01/31 01:00:00+00,55.9,5.2,63.9,725
2023/01/31 02:00:00+00,49.5,2.2,52.9,726
2023/01/31 03:00:00+00,47.2,4,53.5,727
2023/01/31 04:00:00+00,41.7,1.2,43.6,728
2023/01/31 05:00:00+00,36.8,1.4,39,729
2023/01/31 06:00:00+00,40.6,2.4,44.3,730
2023/01/31 07:00:00+00,58.8,14.8,81.3,731
2023/01/31 08:00:00+00,61.6,17.4,88.3,732
2023/01/31 09:00:00+00,60.8,23.3,96.5,733
2023/01/31 10:00:00+00,54.2,21.2,86.7,734
2023/01/31 11:00:00+00,48.4,17.5,75.2,735
2023/01/31 12:00:00+00,37.7,11,54.5,736
2023/01/31 13:00:00+00,27.5,5.5,35.9,737
2023/01/31 14:00:00+00,25.1,5.5,33.5,738
2023/01/31 15:00:00+00,20.7,4.3,27.4,739
2023/01/31 16:00:00+00,25.4,3.6,30.8,740
2023/01/31 17:00:00+00,34.3,4,40.5,741
2023/01/31 18:00:00+00,35.1,4.2,41.6,742
2023/01/31 19:00:00+00,45.4,10.3,61.2,743
2023/01/31 20:00:00+00,38.1,3,42.8,744
2023/01/31 21:00:00+00,30.5,2.1,33.7,745
2023/01/31 22:00:00+00,24,1.5,26.4,746
2023/01/31 23:00:00+00,22.4,1.5,24.8,747
2023/02/01 00:00:00+00,16.5,0.7,17.5,748
2023/02/01 01:00:00+00,12.3,0.2,12.5,749
2023/02/01 02:00:00+00,13.5,0.4,14.2,750
2023/02/01 03:00:00+00,8.1,0,8.1,751
2023/02/01 04:00:00+00,7.9,0,7.8,752
2023/02/01 05:00:00+00,12,0.2,12.2,753
2023/02/01 06:00:00+00,20.5,1,22,754
2023/02/01 07:00:00+00,32.5,2.6,36.6,755
2023/02/01 08:00:00+00,41.1,5.5,49.4,756
2023/02/01 09:00:00+00,39.3,6.9,49.9,757
2023/02/01 10:00:00+00,41.4,7.1,52.4,758
2023/02/01 11:00:00+00,24.9,4.4,31.7,759
2023/02/01 12:00:00+00,22.5,4.4,29.2,760
2023/02/01 13:00:00+00,19.8,4.1,26.1,761
2023/02/01 14:00:00+00,19.7,2.9,24.1,762
2023/02/01 15:00:00+00,21.1,3.2,26,763
2023/02/01 16:00:00+00,19.9,2.7,24,764
2023/02/01 17:00:00+00,26,2.9,30.5,765
2023/02/01 18:00:00+00,28.6,2.4,32.3,766
2023/02/01 19:00:00+00,29.2,2.4,32.9,767
2023/02/01 20:00:00+00,23.7,1.5,26,768
2023/02/01 21:00:00+00,26.1,1.8,28.8,769
2023/02/01 22:00:00+00,22.9,2.1,26.2,770
2023/02/01 23:00:00+00,18.8,0.9,20.2,771
2023/02/02 00:00:00+00,14.4,0.3,15,772
2023/02/02 01:00:00+00,14.1,0.1,14.3,773
2023/02/02 02:00:00+00,16.6,0.1,16.9,774
2023/02/02 03:00:00+00,13.3,0,13.4,775
2023/02/02 04:00:00+00,13,0,13,776
2023/02/02 05:00:00+00,16,0.1,16.1,777
2023/02/02 06:00:00+00,24.5,0.4,25.2,778
2023/02/02 07:00:00+00,37.6,3.7,43.2,779
2023/02/02 08:00:00+00,52.6,7.7,64.4,780
2023/02/02 09:00:00+00,49.9,6.8,60.3,781
2023/02/02 10:00:00+00,48.9,8.5,61.9,782
2023/02/02 11:00:00+00,36.6,6.9,47.2,783
2023/02/02 12:00:00+00,25.7,4.8,33.2,784
2023/02/02 13:00:00+00,23.5,5.7,32.2,785
2023/02/02 14:00:00+00,26.9,6.8,37.2,786
2023/02/02 15:00:00+00,27.4,5.2,35.3,787
2023/02/02 16:00:00+00,32.1,6.3,41.8,788
2023/02/02 17:00:00+00,37.2,5.7,46.1,789
2023/02/02 18:00:00+00,35.6,2.5,39.4,790
2023/02/02 19:00:00+00,38.7,2,41.8,791
2023/02/02 20:00:00+00,35.4,2.2,38.7,792
2023/02/02 21:00:00+00,31.2,1.1,32.9,793
2023/02/02 22:00:00+00,33.6,3.4,38.9,794
2023/02/02 23:00:00+00,18.4,1,19.8,795
2023/02/03 00:00:00+00,12.1,0.2,12.5,796
2023/02/03 01:00:00+00,9.8,0.4,10.3,797
2023/02/03 02:00:00+00,8.7,0.4,9.4,798
2023/02/03 03:00:00+00,8.1,0.1,8.3,799
2023/02/03 04:00:00+00,8.3,0,8.2,800
2023/02/03 05:00:00+00,9.2,0,9.2,801
2023/02/03 06:00:00+00,14.7,0.1,14.8,802
2023/02/03 07:00:00+00,26.3,1.9,29.2,803
2023/02/03 08:00:00+00,36,4.1,42.2,804
2023/02/03 09:00:00+00,42.4,5.7,51.1,805
2023/02/03 10:00:00+00,24.8,3.7,30.6,806
2023/02/03 11:00:00+00,21.5,4.1,27.9,807
2023/02/03 12:00:00+00,22.4,3.1,27.2,808
2023/02/03 13:00:00+00,23.7,3.3,28.7,809
2023/02/03 14:00:00+00,23.6,2.7,27.8,810
2023/02/03 15:00:00+00,24.9,3.5,30.3,811
2023/02/03 16:00:00+00,28.5,2.2,31.9,812
2023/02/03 17:00:00+00,37.2,3.1,41.9,813
2023/02/03 18:00:00+00,33.7,2.1,37.1,814
2023/02/03 19:00:00+00,40.2,3.6,45.8,815
2023/02/03 20:00:00+00,35.3,3,40,816
2023/02/03 21:00:00+00,27.9,1.8,30.7,817
2023/02/03 22:00:00+00,33,2.5,36.8,818
2023/02/03 23:00:00+00,25.6,1.4,27.7,819
2023/02/04 00:00:00+00,25.6,1.1,27.2,820
2023/02/04 01:00:00+00,22.6,0.6,23.5,821
2023/02/04 02:00:00+00,19.7,0.2,20.1,822
2023/02/04 03:00:00+00,19.4,0.2,19.8,823
2023/02/04 04:00:00+00,17.7,0.2,18.1,824
2023/02/04 05:00:00+00,17.6,0.2,18.1,825
2023/02/04 06:00:00+00,22.7,0.7,23.6,826
2023/02/04 07:00:00+00,26.6,2.1,29.9,827
2023/02/04 08:00:00+00,26.1,2,29.1,828
2023/02/04 09:00:00+00,29.4,4.1,35.6,829
2023/02/04 10:00:00+00,31.3,4.9,38.7,830
2023/02/04 11:00:00+00,33.1,5.3,41.3,831
2023/02/04 12:00:00+00,30.7,7.1,41.5,832
2023/02/04 13:00:00+00,37.2,9.5,51.8,833
2023/02/04 14:00:00+00,33.5,7.1,44.2,834
2023/02/04 15:00:00+00,39,5.2,47,835
2023/02/04 16:00:00+00,40.4,6.8,50.8,836
2023/02/04 17:00:00+00,49.7,7.5,61.3,837
2023/02/04 18:00:00+00,49.6,9.6,64.3,838
2023/02/04 19:00:00+00,43.6,8.5,56.7,839
2023/02/04 20:00:00+00,32.4,4.4,39.2,840
2023/02/04 21:00:00+00,30,5,37.6,841
2023/02/04 22:00:00+00,30.3,4.9,37.9,842
2023/02/04 23:00:00+00,27.3,3.4,32.5,843
2023/02/05 00:00:00+00,23.2,2.2,26.6,844
2023/02/05 01:00:00+00,17.6,0.8,18.8,845
2023/02/05 02:00:00+00,18.1,0.6,19,846
2023/02/05 03:00:00+00,17.9,0.5,18.6,847
2023/02/05 04:00:00+00,13,0.1,13.2,848
2023/02/05 05:00:00+00,14.9,0.1,15,849
2023/02/05 06:00:00+00,21.5,0.6,22.4,850
2023/02/05 07:00:00+00,22.9,0.6,23.7,851
2023/02/05 08:00:00+00,26.1,1.5,28.5,852
2023/02/05 09:00:00+00,27.8,2.7,32,853
2023/02/05 10:00:00+00,28.6,5.9,37.6,854
2023/02/05 11:00:00+00,22.6,5.3,30.7,855
2023/02/05 12:00:00+00,18.5,4.3,25,856
2023/02/05 13:00:00+00,14.8,2.7,19.1,857
2023/02/05 14:00:00+00,14.5,3,19.1,858
2023/02/05 15:00:00+00,20.4,3.7,26.1,859
2023/02/05 16:00:00+00,22.4,3.9,28.4,860
2023/02/05 17:00:00+00,25.3,3.6,30.8,861
2023/02/05 18:00:00+00,37.5,6.2,47.1,862
2023/02/05 19:00:00+00,32.6,3.9,38.5,863
2023/02/05 20:00:00+00,29.9,4.1,36.2,864
2023/02/05 21:00:00+00,26.7,2.1,30,865
2023/02/05 22:00:00+00,25.8,2.8,29.9,866
2023/02/05 23:00:00+00,21.8,1.9,24.9,867
2023/02/06 00:00:00+00,16.6,0.3,17,868
2023/02/06 01:00:00+00,16.5,0.1,16.7,869
2023/02/06 02:00:00+00,17.9,0.1,18.1,870
2023/02/06 03:00:00+00,21.4,0.3,21.8,871
2023/02/06 04:00:00+00,20,0.3,20.4,872
2023/02/06 05:00:00+00,16.4,0.2,16.8,873
2023/02/06 06:00:00+00,25.5,0.9,26.9,874
2023/02/06 07:00:00+00,36,1.9,38.9,875
2023/02/06 08:00:00+00,47.6,12.6,66.6,876
2023/02/06 09:00:00+00,42.8,16.4,67.9,877
2023/02/06 10:00:00+00,43.9,27.1,85.3,878
2023/02/06 11:00:00+00,32.4,12.6,51.7,879
2023/02/06 12:00:00+00,32.2,12.1,50.8,880
2023/02/06 13:00:00+00,24.7,8.5,37.5,881
2023/02/06 14:00:00+00,32.2,15.4,55.7,882
2023/02/06 15:00:00+00,31.9,11.2,49.2,883
2023/02/06 16:00:00+00,30.7,6.8,41.1,884
2023/02/06 17:00:00+00,27.3,3.7,33.1,885
2023/02/06 18:00:00+00,40,3.9,46,886
2023/02/06 19:00:00+00,48.4,4.3,55,887
2023/02/06 20:00:00+00,40.1,1.2,42,888
2023/02/06 21:00:00+00,37.6,1.6,40.1,889
2023/02/06 22:00:00+00,31.5,1.5,33.7,890
2023/02/06 23:00:00+00,27.9,1.3,29.8,891
2023/02/07 00:00:00+00,27.2,0.5,27.8,892
2023/02/07 01:00:00+00,22.1,0.3,22.6,893
2023/02/07 02:00:00+00,19.5,0.2,19.8,894
2023/02/07 03:00:00+00,17.7,0.2,18.1,895
2023/02/07 04:00:00+00,21.8,0.3,22.3,896
2023/02/07 05:00:00+00,26.7,0.6,27.5,897
2023/02/07 06:00:00+00,38.6,3.4,43.8,898
2023/02/07 07:00:00+00,48.5,7.3,59.7,899
2023/02/07 08:00:00+00,47.6,11.4,65,900
2023/02/07 09:00:00+00,37,12,55.4,901
2023/02/07 10:00:00+00,21.7,7.8,33.5,902
2023/02/07 11:00:00+00,17.9,6.4,27.8,903
2023/02/07 12:00:00+00,19,8,31.1,904
2023/02/07 13:00:00+00,20.3,6.6,30.3,905
2023/02/07 14:00:00+00,24.3,7.6,36,906
2023/02/07 15:00:00+00,25.3,7.1,36.1,907
2023/02/07 16:00:00+00,31.4,5.7,40.1,908
2023/02/07 17:00:00+00,37.6,5.5,46,909
2023/02/07 18:00:00+00,36.1,2.2,39.4,910
2023/02/07 19:00:00+00,40.8,1.8,43.5,911
2023/02/07 20:00:00+00,52.8,7.6,64.5,912
2023/02/07 21:00:00+00,53,7.1,64,913
2023/02/07 22:00:00+00,50.7,6.3,60.4,914
2023/02/07 23:00:00+00,52,5.7,60.8,915
2023/02/08 00:00:00+00,52.7,5.7,61.5,916
2023/02/08 01:00:00+00,55.7,13.2,76,917
2023/02/08 02:00:00+00,55,16.2,79.8,918
2023/02/08 03:00:00+00,39.1,2.2,42.5,919
2023/02/08 04:00:00+00,37.2,0.9,38.6,920
2023/02/08 05:00:00+00,39,1.5,41.3,921
2023/02/08 06:00:00+00,47,9.7,61.9,922
2023/02/08 07:00:00+00,51.9,30.2,98.2,923
2023/02/08 08:00:00+00,51.1,31.1,98.8,924
2023/02/08 09:00:00+00,45.9,27.4,88,925
2023/02/08 10:00:00+00,45.7,33.8,97.5,926
2023/02/08 11:00:00+00,44.3,29.4,89.3,927
2023/02/08 12:00:00+00,39,20.5,70.5,928
2023/02/08 13:00:00+00,28.6,8.8,42.1,929
2023/02/08 14:00:00+00,32.1,9.3,46.5,930
2023/02/08 15:00:00+00,33.5,7.4,45,931
2023/02/08 16:00:00+00,30.6,3.5,36,932
2023/02/08 17:00:00+00,30,1.8,32.8,933
2023/02/08 18:00:00+00,33.9,0.5,34.7,934
2023/02/08 19:00:00+00,35.8,0.5,36.5,935
2023/02/08 20:00:00+00,40.5,0.7,41.6,936
2023/02/08 21:00:00+00,45.2,1.1,47,937
2023/02/08 22:00:00+00,55.7,21.8,89.1,938
2023/02/08 23:00:00+00,71,67.6,174.7,939
2023/02/09 00:00:00+00,68.8,73.8,182,940
2023/02/09 01:00:00+00,64.4,70.5,172.5,941
2023/02/09 02:00:00+00,63.4,60.4,156,942
2023/02/09 03:00:00+00,64.4,75.1,179.6,943
2023/02/09 04:00:00+00,68.7,113.1,242.1,944
2023/02/09 05:00:00+00,62.1,83.4,190,945
2023/02/09 06:00:00+00,63.5,87.7,198.1,946
2023/02/09 07:00:00+00,66,97.7,215.9,947
2023/02/09 08:00:00+00,77.5,118.5,259.1,948
2023/02/09 09:00:00+00,69.3,89.4,206.4,949
2023/02/09 10:00:00+00,59.4,53.5,141.5,950
2023/02/09 11:00:00+00,59.7,50.2,136.6,951
2023/02/09 12:00:00+00,54.6,35.4,108.9,952
2023/02/09 13:00:00+00,56.4,33.6,108,953
2023/02/09 14:00:00+00,56.2,26.7,97.2,954
2023/02/09 15:00:00+00,55.6,22.7,90.4,955
2023/02/09 16:00:00+00,55.8,15.9,80.2,956
2023/02/09 17:00:00+00,51.1,11.6,68.9,957
2023/02/09 18:00:00+00,62.9,20.5,94.3,958
2023/02/09 19:00:00+00,68.6,43.3,135,959
2023/02/09 20:00:00+00,68.4,47.5,141.2,960
2023/02/09 21:00:00+00,69.8,68.6,175,961
2023/02/09 22:00:00+00,71.4,87.6,205.9,962
2023/02/09 23:00:00+00,67.7,62.8,164,963
2023/02/10 00:00:00+00,61.2,28.9,105.5,964
2023/02/10 01:00:00+00,59.7,13,79.7,965
2023/02/10 02:00:00+00,54.5,5.4,62.8,966
2023/02/10 03:00:00+00,46,1.5,48.2,967
2023/02/10 04:00:00+00,40.7,1.2,42.6,968
2023/02/10 05:00:00+00,34.2,1.8,36.9,969
2023/02/10 06:00:00+00,50.1,4.5,57.1,970
2023/02/10 07:00:00+00,49.5,3.4,54.6,971
2023/02/10 08:00:00+00,64,12.3,82.9,972
2023/02/10 09:00:00+00,55.8,10.5,71.9,973
2023/02/10 10:00:00+00,41.8,6.6,52,974
2023/02/10 11:00:00+00,36.5,8.4,49.4,975
2023/02/10 12:00:00+00,30.5,5.4,38.9,976
2023/02/10 13:00:00+00,28.2,5.2,36.2,977
2023/02/10 14:00:00+00,33.5,8.8,46.9,978
2023/02/10 15:00:00+00,21.8,2.5,25.7,979
2023/02/10 16:00:00+00,26.9,2.1,30,980
2023/02/10 17:00:00+00,32.8,1.6,35.2,981
2023/02/10 18:00:00+00,34.9,1.1,36.7,982
2023/02/10 19:00:00+00,53.3,3.9,59.4,983
2023/02/10 20:00:00+00,64.5,12.9,84.5,984
2023/02/10 21:00:00+00,55,5.9,64.2,985
2023/02/10 22:00:00+00,59.8,10.1,75.2,986
2023/02/10 23:00:00+00,55.9,10.7,72.2,987
